description	codigo_295	codigo_4851	source	topic
POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 15,00 M, RESISTENCIA DE 1000 DAN, TIPO C-23		41190	synthetic_4851	55
POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 15,00 M, RESISTENCIA DE 1500 DAN, TIPO C-29		41191	synthetic_4851	55
POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 15,00 M, RESISTENCIA DE 2000 DAN, TIPO C-29		41192	synthetic_4851	55
POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 15,00 M, RESISTENCIA DE 2500 DAN, TIPO C-29		41193	synthetic_4851	55
POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 15,00 M, RESISTENCIA DE 3000 DAN, TIPO C-29		41194	synthetic_4851	55
POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 9,00 M, RESISTENCIA DE 200 A 300 DAN, TIPO C-14		5044	synthetic_4851	55
POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 9,00 M, RESISTENCIA DE 300 A 400 DAN, TIPO C-17		5059	synthetic_4851	55
POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 10,00 M, RESISTENCIA DE 1000 DAN, TIPO B-1,5		41201	synthetic_4851	90
POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 10,00 M, RESISTENCIA DE 150 DAN, TIPO D		41199	synthetic_4851	81
POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 10,00 M, RESISTENCIA DE 300 A 400 DAN, TIPO B OU D		5057	synthetic_4851	81
POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 10,00 M, RESISTENCIA DE 600 DAN, TIPO B		41200	synthetic_4851	81
POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 11,00 M, RESISTENCIA DE 1000 DAN, TIPO B-1,5		41205	synthetic_4851	90
POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 11,00 M, RESISTENCIA DE 150 DAN, TIPO D		41202	synthetic_4851	81
POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 11,00 M, RESISTENCIA DE 1500 DAN, TIPO B-3,0		41206	synthetic_4851	90
POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 11,00 M, RESISTENCIA DE 200 DAN, TIPO D		12372	synthetic_4851	81
POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 11,00 M, RESISTENCIA DE 2000 DAN, TIPO B-4,5		41207	synthetic_4851	90
POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 11,00 M, RESISTENCIA DE 300 DAN, TIPO B		41203	synthetic_4851	81
POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 11,00 M, RESISTENCIA DE 600 DAN, TIPO B		41204	synthetic_4851	81
POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 12,00 M, RESISTENCIA DE 1000 DAN, TIPO B-1,5		41210	synthetic_4851	90
POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 12,00 M, RESISTENCIA DE 150 DAN, TIPO D		41208	synthetic_4851	81
POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 12,00 M, RESISTENCIA DE 1500 DAN, TIPO B-3,0		41211	synthetic_4851	90
POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 12,00 M, RESISTENCIA DE 300 A 400 DAN, TIPO B OU D		13339	synthetic_4851	81
POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 12,00 M, RESISTENCIA DE 3000 DAN, TIPO B-6,0		41213	synthetic_4851	90
POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 12,00 M, RESISTENCIA DE 600 DAN, TIPO B		41209	synthetic_4851	81
POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 13,00 M, RESISTENCIA DE 1000 DAN, TIPO B-1,5		41216	synthetic_4851	90
POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 13,00 M, RESISTENCIA DE 1500 DAN, TIPO B-3,0		41217	synthetic_4851	90
POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 13,00 M, RESISTENCIA DE 2000 DAN, TIPO B-4,5		41218	synthetic_4851	90
POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 13,00 M, RESISTENCIA DE 300 DAN, TIPO B		41214	synthetic_4851	81
POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 13,00 M, RESISTENCIA DE 600 DAN, TIPO B		41215	synthetic_4851	81
POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 15,00 M, RESISTENCIA DE 1500 DAN, TIPO B-3,0		41221	synthetic_4851	90
POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 15,00 M, RESISTENCIA DE 2000 DAN, TIPO B-4,5		41222	synthetic_4851	90
POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 8,00 M, RESISTENCIA DE 150 DAN, TIPO D		41195	synthetic_4851	81
POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 9,00 M, RESISTENCIA DE 1000 DAN, TIPO B-1,5		41198	synthetic_4851	90
POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 9,00 M, RESISTENCIA DE 150 DAN, TIPO D		41196	synthetic_4851	81
POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 9,00 M, RESISTENCIA DE 300 A 400 DAN, TIPO B OU D		5033	synthetic_4851	81
POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 9,00 M, RESISTENCIA DE 600 DAN, TIPO B		41197	synthetic_4851	81
POSTES METALICOS AUTOPORTANTES, CONICO OU TELESCOPICO, PARA SPDA, ALTURA 10 METROS LIVRES		41457	synthetic_4851	-1
POSTES METALICOS AUTOPORTANTES, CONICO OU TELESCOPICO, PARA SPDA, ALTURA 12 METROS LIVRES		41458	synthetic_4851	-1
POSTES METALICOS AUTOPORTANTES, CONICO OU TELESCOPICO, PARA SPDA, ALTURA 15 METROS LIVRES		41459	synthetic_4851	-1
POSTES METALICOS AUTOPORTANTES, CONICO OU TELESCOPICO, PARA SPDA, ALTURA 20 METROS LIVRES		41461	synthetic_4851	-1
POZOLANA DE CLASSE C		44537	synthetic_4851	26
PRANCHA APARELHADA *4 X 30* CM, EM MACARANDUBA/MASSARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO		11844	synthetic_4851	3
PRANCHA NAO APARELHADA *6 X 25* CM, EM MACARANDUBA/MASSARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO - BRUTA		4465	synthetic_4851	3
PRANCHA NAO APARELHADA *6 X 30* CM, EM MACARANDUBA/MASSARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO - BRUTA		35273	synthetic_4851	3
PRANCHA NAO APARELHADA *6 X 40* CM, EM MACARANDUBA/MASSARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO - BRUTA		4470	synthetic_4851	3
PRANCHAO APARELHADO *7,5 X 23* CM, EM MACARANDUBA/MASSARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO		20204	synthetic_4851	3
PRANCHAO APARELHADO *8 X 30* CM, EM MACARANDUBA/MASSARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO		20208	synthetic_4851	3
PRANCHAO NAO APARELHADO *7,5 X 23* CM, EM MACARANDUBA/MASSARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO - BRUTA		4437	synthetic_4851	3
PRANCHAO NAO APARELHADO *8 X 30* CM, EM MACARANDUBA/MASSARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO - BRUTA		14580	synthetic_4851	3
PRIMER DE POLIURETANO		44074	synthetic_4851	0
PRIMER EPOXI / EPOXIDICO		44072	synthetic_4851	-1
PROJETOR PNEUMATICO DE ARGAMASSA PARA CHAPISCO E REBOCO COM RECIPIENTE ACOPLADO, TIPO CANEQUINHA, COM VOLUME DE 1,50 L, SEM COMPRESSOR		39828	synthetic_4851	122
PROLONGADOR/ EXTENSOR TELESCOPICO, EM CHAPA METALICA, COM 3 METROS, PARA ROLO DE PINTURA		38392	synthetic_4851	-1
PROLONGAMENTO / PROLONGADOR PARA CAIXA SIFONADA, PVC, 100 MM X 200 MM (NBR 5688)		11735	synthetic_4851	44
PROLONGAMENTO / PROLONGADOR PARA CAIXA SIFONADA, PVC, 150 MM X 150 MM (NBR 5688)		11737	synthetic_4851	44
PROLONGAMENTO / PROLONGADOR PARA CAIXA SIFONADA, PVC, 150 MM X 200 MM (NBR 5688)		11738	synthetic_4851	44
PRUMO DE CENTRO EM ACO *400* G, COM CORDAO EM NYLON E CALCO GUIA EM ACO OU MADEIRA		38377	synthetic_4851	14
PRUMO DE PAREDE EM ACO 700 A 750 G, COM CORDAO EM NYLON E TACO		38376	synthetic_4851	14
QUADRO DE DISTRIBUICAO COM BARRAMENTO TRIFASICO, DE EMBUTIR, EM CHAPA DE ACO GALVANIZADO, PARA 18 DISJUNTORES DIN, 100 A		13395	synthetic_4851	51
RACK DE PISO PARA SERVIDOR, ABERTO, EM COLUNA, 44U X *570* MM		43837	synthetic_4851	14
RACK DE PISO PARA SERVIDOR, FECHADO, 44U, COM PORTA, 44U X *570* MM		43836	synthetic_4851	30
RALO SECO / RALO DE PASSAGEM EM PVC, QUADRADO, 100 X 100 X 53 MM, SAIDA 40 MM, COM GRELHA BRANCA		5102	synthetic_4851	44
RALO SECO CONICO, PVC, 100 X 40 MM, COM GRELHA QUADRADA BRANCA		11711	synthetic_4851	44
RALO SECO CONICO, PVC, 100 X 40 MM, COM GRELHA REDONDA BRANCA		11739	synthetic_4851	44
RALO SIFONADO CILINDRICO, PVC, 100 X 40 MM, COM GRELHA REDONDA BRANCA		11741	synthetic_4851	44
RALO SIFONADO QUADRADO, PVC, 100 X 53 MM, SAIDA 40 MM, COM GRELHA QUADRADA BRANCA		11745	synthetic_4851	44
RALO SIFONADO REDONDO CONICO, PVC, 100 X 40 MM, COM GRELHA REDONDA BRANCA		11743	synthetic_4851	44
REBITE DE REPUXO EM ALUMINIO VAZADO, DIAMETRO 3,2 X 8 MM DE COMPRIMENTO (1KG = 1025 UNIDADES)		5104	synthetic_4851	22
"REBOLO ABRASIVO RETO DE USO GERAL GRAO 36, DE 6 X 1"" (DIAMETRO X ESPESSURA)"		44530	synthetic_4851	-1
"REBOLO ABRASIVO RETO DE USO GERAL GRAO 36, DE 6 X 3/4"" (DIAMETRO X ESPESSURA)"		2710	synthetic_4851	-1
REDUCAO EXCENTRICA PVC, DN 100 X 50 MM, PARA ESGOTO PREDIAL		20043	synthetic_4851	58
REDUCAO EXCENTRICA PVC, DN 100 X 75 MM, PARA ESGOTO PREDIAL		20044	synthetic_4851	58
REDUCAO EXCENTRICA PVC, DN 75 X 50 MM, PARA ESGOTO PREDIAL		20042	synthetic_4851	58
REDUCAO EXCENTRICA PVC, SERIE R, DN 100 X 75 MM, PARA ESGOTO PREDIAL		20046	synthetic_4851	58
REDUCAO EXCENTRICA PVC, SERIE R, DN 150 X 100 MM, PARA ESGOTO PREDIAL		20047	synthetic_4851	58
REDUCAO EXCENTRICA PVC, SERIE R, DN 75 X 50 MM, PARA ESGOTO PREDIAL		20045	synthetic_4851	58
"REGISTRO GAVETA BRUTO EM LATAO FORJADO, BITOLA 1 1/2"""		6010	synthetic_4851	116
"REGISTRO GAVETA BRUTO EM LATAO FORJADO, BITOLA 1 1/4"""		6017	synthetic_4851	116
"REGISTRO GAVETA BRUTO EM LATAO FORJADO, BITOLA 1"""		6019	synthetic_4851	116
"REGISTRO GAVETA BRUTO EM LATAO FORJADO, BITOLA 1/2"""		6020	synthetic_4851	116
"REGISTRO GAVETA BRUTO EM LATAO FORJADO, BITOLA 2 1/2"""		6011	synthetic_4851	116
"REGISTRO GAVETA BRUTO EM LATAO FORJADO, BITOLA 2"""		6028	synthetic_4851	116
"REGISTRO GAVETA BRUTO EM LATAO FORJADO, BITOLA 3"""		6012	synthetic_4851	116
"REGISTRO GAVETA BRUTO EM LATAO FORJADO, BITOLA 3/4"""		6016	synthetic_4851	116
"REGISTRO GAVETA BRUTO EM LATAO FORJADO, BITOLA 4"""		6027	synthetic_4851	116
"REGISTRO GAVETA COM ACABAMENTO E CANOPLA CROMADOS, SIMPLES, BITOLA 1 1/2"""		6015	synthetic_4851	-1
"REGISTRO GAVETA COM ACABAMENTO E CANOPLA CROMADOS, SIMPLES, BITOLA 1 1/4"""		6014	synthetic_4851	-1
"REGISTRO GAVETA COM ACABAMENTO E CANOPLA CROMADOS, SIMPLES, BITOLA 1"""		6013	synthetic_4851	-1
"REGISTRO GAVETA COM ACABAMENTO E CANOPLA CROMADOS, SIMPLES, BITOLA 1/2"""		6006	synthetic_4851	-1
"REGISTRO GAVETA COM ACABAMENTO E CANOPLA CROMADOS, SIMPLES, BITOLA 3/4"""		6005	synthetic_4851	-1
"REGISTRO PRESSAO BRUTO EM LATAO FORJADO, BITOLA 1/2"""		11752	synthetic_4851	116
"REGISTRO PRESSAO BRUTO EM LATAO FORJADO, BITOLA 3/4"""		11753	synthetic_4851	116
"REGISTRO PRESSAO COM ACABAMENTO E CANOPLA CROMADA, SIMPLES, BITOLA 1/2"""		6021	synthetic_4851	-1
"REGISTRO PRESSAO COM ACABAMENTO E CANOPLA CROMADA, SIMPLES, BITOLA 3/4"""		6024	synthetic_4851	-1
RESINA ACRILICA PREMIUM BASE AGUA - COR BRANCA		7353	synthetic_4851	12
REVESTIMENTO EM CERAMICA ESMALTADA, FORMATO MAIOR A 2025 CM2		10515	synthetic_4851	-1
REVESTIMENTO PARA PAREDE, EM CERAMICA ESMALTADA, FORMATO MENOR OU IGUAL A 2025 CM2		536	synthetic_4851	-1
RIPA APARELHADA *1,5 X 5* CM, EM MACARANDUBA/MASSARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO		20205	synthetic_4851	3
RIPA NAO APARELHADA *1 X 3* CM, EM MACARANDUBA/MASSARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO - BRUTA		4412	synthetic_4851	3
RIPA NAO APARELHADA, *1,5 X 5* CM, EM MACARANDUBA/MASSARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO - BRUTA		4408	synthetic_4851	3
RODAPE DE BORRACHA LISO, H = *70* MM, E = *2* MM, PARA ARGAMASSA, PRETO		4803	synthetic_4851	17
RODO PARA CHAO 40 CM, COM BORRACHA DUPLA E CABO		38401	synthetic_4851	14
ROLO DE ESPUMA POLIESTER, 23 CM X 68 MM (COMPRIMENTO X DIAMETRO), SEM CABO		38393	synthetic_4851	2
ROLO DE LA DE CARNEIRO 25 MM X 23 CM (ALTURA DA LA X COMPRIMENTO), SEM CABO		38390	synthetic_4851	14
SAPATA DE PVC ADITIVADO NERVURADO D = 6 POLEGADAS		13109	synthetic_4851	-1
SAPATA DE PVC ADITIVADO NERVURADO D = 8 POLEGADAS		13110	synthetic_4851	-1
SARRAFO APARELHADO *2 X 10* CM, EM MACARANDUBA/MASSARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO		20206	synthetic_4851	3
SARRAFO NAO APARELHADO *2,5 X 10* CM, EM MACARANDUBA/MASSARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO - BRUTA		4460	synthetic_4851	3
SARRAFO NAO APARELHADO *2,5 X 5* CM, EM MACARANDUBA/MASSARANDUBA, ANGELIM, PEROBA-ROSA OU EQUIVALENTE DA REGIAO - BRUTA		4415	synthetic_4851	3
SARRAFO NAO APARELHADO *2,5 X 7* CM, EM MACARANDUBA/MASSARANDUBA, ANGELIM, PEROBA-ROSA OU EQUIVALENTE DA REGIAO - BRUTA		4417	synthetic_4851	3
SEGURO - HORISTA (COLETADO CAIXA - ENCARGOS COMPLEMENTARES)		37373	synthetic_4851	-1
SEGURO - MENSALISTA (COLETADO CAIXA - ENCARGOS COMPLEMENTARES)		40864	synthetic_4851	-1
SELADOR ACRILICO OPACO PREMIUM INTERIOR/EXTERIOR		6085	synthetic_4851	114
"SELADOR HORIZONTAL PARA FITA DE ACO 1"" (25 MM)"		38396	synthetic_4851	117
SELIM PVC, COM TRAVA, JE, 90 GRAUS, DN 125 X 100 MM OU 150 X 100 MM, PARA REDE COLETORA ESGOTO		42699	synthetic_4851	5
SERRALHEIRO (HORISTA)		6110	synthetic_4851	0
SERVENTE DE OBRAS (HORISTA)		6111	synthetic_4851	0
SERVICO DE BOMBEAMENTO DE CONCRETO COM CONSUMO MINIMO DE 40 M3, (DISPONIBILIZACAO DE BOMBA), SEM O LANCAMENTO		44535	synthetic_4851	113
SIFAO / TUBO SINFONADO EXTENSIVEL/SANFONADO, UNIVERSAL/ SIMPLES, ENTRE *50 A 70* CM, DE PLASTICO BRANCO		44945	synthetic_4851	2
"SIFAO EM METAL CROMADO PARA PIA AMERICANA, 1.1/2 X 1.1/2"""		38637	synthetic_4851	25
"SIFAO EM METAL CROMADO PARA PIA AMERICANA, 1.1/2 X 2"""		6150	synthetic_4851	25
"SIFAO EM METAL CROMADO PARA PIA OU LAVATORIO, 1 X 1.1/2"""		6136	synthetic_4851	25
"SIFAO EM METAL CROMADO PARA TANQUE, 1.1/4 X 1.1/2"""		38638	synthetic_4851	25
"SIFAO PLASTICO TIPO COPO PARA PIA AMERICANA 1.1/2 X 1.1/2"""		6145	synthetic_4851	25
"SIFAO PLASTICO TIPO COPO PARA PIA OU LAVATORIO, 1 X 1.1/2"""		6149	synthetic_4851	25
"SIFAO PLASTICO TIPO COPO PARA TANQUE, 1.1/4 X 1.1/2"""		6146	synthetic_4851	25
SILICA ATIVA PARA ADICAO EM CONCRETO E ARGAMASSA		44536	synthetic_4851	-1
SISAL EM FIBRA / ESTOPA SISAL PARA GESSO		20250	synthetic_4851	-1
SOLDADOR (HORISTA)		6160	synthetic_4851	0
"SOLDADOR ELETRICO (PARA SOLDA A SER TESTADA COM RAIOS ""X"") (HORISTA)"		6166	synthetic_4851	-1
SOLUCAO PREPARADORA / LIMPADORA PARA PVC, FRASCO COM 1000 CM3		20083	synthetic_4851	9
"SPRINKLER TIPO PENDENTE, BULBO AMARELO DE RESPOSTA RAPIDA, 79 GRAUS CELSIUS, ACABAMENTO CROMADO, D = 20 MM (3/4"")"		21047	synthetic_4851	-1
"SPRINKLER TIPO PENDENTE, BULBO AMARELO DE RESPOSTA RAPIDA, 79 GRAUS CELSIUS, ACABAMENTO NATURAL OU CROMADO, D = 15 MM (1/2"")"		21042	synthetic_4851	-1
"SPRINKLER TIPO PENDENTE, BULBO AMARELO DE RESPOSTA RAPIDA, 79 GRAUS CELSIUS, ACABAMENTO NATURAL, D = 20 MM (3/4"")"		21043	synthetic_4851	-1
"SPRINKLER TIPO PENDENTE, BULBO VERMELHO DE RESPOSTA RAPIDA, 68 GRAUS CELSIUS, ACABAMENTO CROMADO, D = 15 MM (1/2"")"		21044	synthetic_4851	-1
"SPRINKLER TIPO PENDENTE, BULBO VERMELHO DE RESPOSTA RAPIDA, 68 GRAUS CELSIUS, ACABAMENTO CROMADO, D = 20 MM (3/4"")"		21045	synthetic_4851	-1
"SPRINKLER TIPO PENDENTE, BULBO VERMELHO DE RESPOSTA RAPIDA, 68 GRAUS CELSIUS, ACABAMENTO NATURAL, D = 20 MM (3/4"")"		21041	synthetic_4851	-1
"SPRINKLER TIPO PENDENTE, BULBO VERMELHO RESPOSTA RAPIDA, 68 GRAUS CELSIUS, ACABAMENTO NATURAL, D = 15 MM (1/2"")"		21040	synthetic_4851	-1
SUPORTE METALICO PARA CALHA PLUVIAL, ZINCADO, DOBRADO, DIAMETRO ENTRE 119 E 170 MM, PARA DRENAGEM PLUVIAL PREDIAL		12626	synthetic_4851	118
SUPORTE PARA CALHA DE 150 MM EM ACO GALVANIZADO		11033	synthetic_4851	68
TABUA APARELHADA *2,5 X 15* CM, EM MACARANDUBA/MASSARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO		3993	synthetic_4851	3
TABUA APARELHADA *2,5 X 25* CM, EM MACARANDUBA/MASSARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO		3990	synthetic_4851	3
TABUA APARELHADA *2,5 X 30* CM, EM MACARANDUBA/MASSARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO		3992	synthetic_4851	3
TABUA NAO APARELHADA *2,5 X 15* CM, EM MACARANDUBA/MASSARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO - BRUTA		43614	synthetic_4851	3
TABUA NAO APARELHADA *2,5 X 20* CM, EM MACARANDUBA/MASSARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO - BRUTA		6193	synthetic_4851	3
TABUA NAO APARELHADA *2,5 X 30* CM, EM MACARANDUBA/MASSARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO - BRUTA		6189	synthetic_4851	3
"TAMPAO / CAP, ROSCA MACHO, DN 1"", PARA TUBO PEX PARA INST. AGUA QUENTE/FRIA"		38837	synthetic_4851	120
"TAMPAO / CAP, ROSCA MACHO, DN 3/4"", PARA TUBO PEX PARA INST. AGUA QUENTE/FRIA"		38836	synthetic_4851	120
"TAMPAO / TERMINAL / PLUG, D = 1 1/4"", PARA DUTO CORRUGADO PEAD (CABEAMENTO SUBTERRANEO)"		2666	synthetic_4851	-1
"TAMPAO / TERMINAL / PLUG, D = 2"", PARA DUTO CORRUGADO PEAD (CABEAMENTO SUBTERRANEO)"		2668	synthetic_4851	-1
"TAMPAO / TERMINAL / PLUG, D = 3"", PARA DUTO CORRUGADO PEAD (CABEAMENTO SUBTERRANEO)"		2664	synthetic_4851	-1
"TAMPAO / TERMINAL / PLUG, D = 4"", PARA DUTO CORRUGADO PEAD (CABEAMENTO SUBTERRANEO)"		2662	synthetic_4851	-1
TAMPAO FOFO ARTICULADO P/ REGISTRO, COM BASE / REQUADRO, CLASSE A15 CARGA MAX 1,5 T, *200 X 200* MM (COM INSCRICAO EM RELEVO DO TIPO DE REDE)		11289	synthetic_4851	53
TAMPAO FOFO ARTICULADO P/ REGISTRO, COM BASE / REQUADRO, CLASSE A15 CARGA MAXIMA 1,5 T, *400 X 400* MM (COM INSCRICAO EM RELEVO DO TIPO DE REDE)		11241	synthetic_4851	53
TAMPAO FOFO ARTICULADO, COM BASE / REQUADRO, CLASSE B125 CARGA MAX 12,5 T, REDONDO, TAMPA 600 MM (COM INSCRICAO EM RELEVO DO TIPO DE REDE)		11301	synthetic_4851	53
TAMPAO FOFO ARTICULADO, COM BASE / REQUADRO, CLASSE D400 CARGA MAX 40 T, REDONDO, TAMPA 600 MM (COM INSCRICAO EM RELEVO DO TIPO DE REDE)		21090	synthetic_4851	53
TAMPAO FOFO SIMPLES COM BASE / REQUADRO, CLASSE A15 CARGA MAX. 1,5 T, 300 X 300 MM (COM INSCRICAO EM RELEVO DO TIPO DE REDE)		11315	synthetic_4851	53
TAMPAO FOFO SIMPLES COM BASE / REQUADRO, CLASSE A15 CARGA MAX. 1,5 T, 400 X 400 MM (COM INSCRICAO EM RELEVO DO TIPO DE REDE)		21071	synthetic_4851	53
TAMPAO FOFO SIMPLES COM BASE / REQUADRO, CLASSE A15 CARGA MAX. 1,5 T, 400 X 600 MM (COM INSCRICAO EM RELEVO DO TIPO DE REDE)		14112	synthetic_4851	53
TAMPAO FOFO SIMPLES COM BASE / REQUADRO, CLASSE B125 CARGA MAX. 12,5 T, REDONDO, TAMPA 500 MM (COM INSCRICAO EM RELEVO DO TIPO DE REDE)		11316	synthetic_4851	53
TAMPAO FOFO SIMPLES COM BASE / REQUADRO, CLASSE B125 CARGA MAX. 12,5 T, REDONDO, TAMPA 600 MM (COM INSCRICAO EM RELEVO DO TIPO DE REDE)		6243	synthetic_4851	53
TAMPAO FOFO SIMPLES COM BASE / REQUADRO, CLASSE D400 CARGA MAX. 40 T, REDONDO, TAMPA 600 MM (COM INSCRICAO EM RELEVO DO TIPO DE REDE)		6240	synthetic_4851	53
TAMPAO FOFO SIMPLES COM BASE / REQUADRO, CLASSE D400 CARGA MAX. 40 T, REDONDO, TAMPA 900 MM (COM INSCRICAO EM RELEVO DO TIPO DE REDE)		11296	synthetic_4851	53
TAMPAO FOFO SIMPLES COM BASE / REQUADRO, R-2, CLASSE A15 CARGA MAX. 1,5 T, 550 X 1100 MM (COM INSCRICAO EM RELEVO DO TIPO DE REDE)		11299	synthetic_4851	53
TARUGO DELIMITADOR DE PROFUNDIDADE EM ESPUMA DE POLIETILENO DE BAIXA DENSIDADE 10 MM, CINZA		44073	synthetic_4851	-1
TE CPVC, SOLDAVEL, 90 GRAUS, 114 MM, PARA AGUA QUENTE PREDIAL		44253	synthetic_4851	11
TE DE COBRE SEM ANEL DE SOLDA, BOLSA X BOLSA X BOLSA, 104 MM		12741	synthetic_4851	77
TE DE COBRE SEM ANEL DE SOLDA, BOLSA X BOLSA X BOLSA, 15 MM		12733	synthetic_4851	77
TE DE COBRE SEM ANEL DE SOLDA, BOLSA X BOLSA X BOLSA, 22 MM		12734	synthetic_4851	77
TE DE COBRE SEM ANEL DE SOLDA, BOLSA X BOLSA X BOLSA, 28 MM		12735	synthetic_4851	77
TE DE COBRE SEM ANEL DE SOLDA, BOLSA X BOLSA X BOLSA, 35 MM		12736	synthetic_4851	77
TE DE COBRE SEM ANEL DE SOLDA, BOLSA X BOLSA X BOLSA, 42 MM		12737	synthetic_4851	77
TE DE COBRE SEM ANEL DE SOLDA, BOLSA X BOLSA X BOLSA, 54 MM		12738	synthetic_4851	77
TE DE COBRE SEM ANEL DE SOLDA, BOLSA X BOLSA X BOLSA, 66 MM		12739	synthetic_4851	77
TE DE COBRE SEM ANEL DE SOLDA, BOLSA X BOLSA X BOLSA, 79 MM		12740	synthetic_4851	77
TE DE INSPECAO, PVC, SERIE R, 100 X 75 MM, PARA ESGOTO PREDIAL		20183	synthetic_4851	34
TE DE INSPECAO, PVC, SERIE R, 150 X 100 MM, PARA ESGOTO PREDIAL		38448	synthetic_4851	34
TE DE INSPECAO, PVC, SERIE R, 75 X 75 MM, PARA ESGOTO PREDIAL		20182	synthetic_4851	34
"TE DE REDUCAO COM ROSCA, PVC, 90 GRAUS, 1.1/2"" X 3/4"", AGUA FRIA PREDIAL"		7126	synthetic_4851	64
TE DE REDUCAO, PVC PBA, BBB, JE, DN 100 X 50 / DE 110 X 60 MM, PARA REDE DE AGUA		11378	synthetic_4851	5
TE DE REDUCAO, PVC PBA, BBB, JE, DN 100 X 75 / DE 110 X 85 MM, PARA REDE DE AGUA		11379	synthetic_4851	5
TE DE REDUCAO, PVC PBA, BBB, JE, DN 75 X 50 / DE 85 X 60 MM, PARA REDE DE AGUA		11493	synthetic_4851	5
"TE DUPLA CURVA BRONZE/LATAO SEM ANEL DE SOLDA, ROSCA F X BOLSA X ROSCA F, 1/2"" X 15 X 1/2"""		39895	synthetic_4851	-1
"TE DUPLA CURVA BRONZE/LATAO SEM ANEL DE SOLDA, ROSCA F X BOLSA X ROSCA F, 3/4"" X 22 X 3/4"""		39896	synthetic_4851	-1
TE METALICO, PARA CONEXAO COM ANEL DESLIZANTE, DN 16 MM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA		38873	synthetic_4851	60
